套料图名,分段号,切割机,切割序号,切割开始(min),切割完成(min),切割工时(min),原料吊运开始(min),原料空驶完成(min),原料吊运完成(min),原料吊运返回完成(min),工位开始(min),等待结束(min),工位处理时间(min),工位完工(min),工位,最低优先级
T63S-4099,STA238FC,N5,41,1427.079415561139,1463.525065117251,36.445649556111796,1416.079415561139,1424.079415561139,1427.079415561139,1427.079415561139,1427.079415561139,1427.079415561139,6.0267754871795205,1469.5518406044305,0,1
T63S-4100,STA238FC,N2,42,1303.2424404841322,1352.2576662001086,49.01522571597648,1266.7888234977836,1269.7888234977836,1272.7888234977836,1272.7888234977836,1272.7888234977836,1303.2424404841322,165.38601730158734,1517.643683501696,1,1
T63S-4101,STA238FC,N5,43,1480.5518406044305,1509.3016808158961,28.749840211465713,1469.5518406044305,1477.5518406044305,1480.5518406044305,1480.5518406044305,1480.5518406044305,1480.5518406044305,84.64256412698342,1593.9442449428795,1,1
T63S-4102,STA238FC,N5,44,1509.3016808158961,1545.3148360380899,36.01315522219383,1480.5518406044305,1483.5518406044305,1486.5518406044305,1486.5518406044305,1486.5518406044305,1509.3016808158961,10.561378666666542,1555.8762147047564,0,1
T63S-4103,STA238FC,N2,45,1352.2576662001086,1403.549593762442,51.29192756233346,1309.2692159713117,1312.2692159713117,1315.2692159713117,1315.2692159713117,1315.2692159713117,1352.2576662001086,130.78446021544414,1534.3340539778862,0,1
T63S-4855,STA238FC,N5,46,1566.8762147047564,1572.3489129624675,5.472698257711152,1555.8762147047564,1563.8762147047564,1566.8762147047564,1566.8762147047564,1566.8762147047564,1566.8762147047564,38.0807639645393,1610.4296769270068,0,3
U02A-1330,DC12,N5,47,1593.9442449428795,1650.8140291076634,56.869784164783724,1587.9442449428795,1590.9442449428795,1593.9442449428795,1593.9442449428795,1593.9442449428795,1593.9442449428795,5.0,1655.8140291076634,1,4
U02A-1331,DC12,N2,48,1517.643683501696,1574.3179094356053,56.674225933909405,1511.643683501696,1514.643683501696,1517.643683501696,1517.643683501696,1517.643683501696,1517.643683501696,5.0,1579.3179094356053,1,4
U02B-1332,DC12,N5,49,1650.8140291076634,1681.9910658460465,31.17703673838312,1599.4296769270068,1607.4296769270068,1610.4296769270068,1610.4296769270068,1610.4296769270068,1650.8140291076634,11.669909128205063,1693.6609749742515,0,4
U02B-1333,DC12,N2,50,1574.3179094356053,1610.7669937030307,36.44908426742531,1528.3340539778862,1531.3340539778862,1534.3340539778862,1534.3340539778862,1534.3340539778862,1574.3179094356053,9.662683223976046,1620.4296769270068,0,4
